30,0,0,0,0,0,0
532,-7004,3108,-14824,-359,79,25
1034,-11896,1428,-9072,-977,-9824,716
1535,-12444,-3260,-3988,-12623,-2601,-7634
2036,-11096,-92,6800,70,-4380,2712
2537,22188,-9688,9056,4794,32767,32767
3038,32767,-4804,20452,4503,13430,-15942
3539,32767,-2768,20436,18233,2891,-20028
4040,27400,6940,-5524,2942,-32768,-32768
4541,-32768,5372,19256,4742,-26272,-32768
5042,-32768,24464,-10764,-17360,-9503,4553
5543,30120,2320,5664,-19258,32767,32767
6044,32767,8408,-16244,6639,-32768,-32768
6545,-31968,-1924,21584,5596,-32768,-32768
7046,-32768,15600,-4824,-12160,32767,32767
7547,32767,3608,-2904,9569,-15267,-32768
8048,-3936,-6680,-8264,-21265,20713,-18756
8549,-19004,6052,-7748,22426,11784,-32768
9050,-11800,4480,-10020,-180,1758,469
9551,-11788,3848,-10676,-473,610,145
10052,-11564,3944,-10984,-444,204,78
10553,-11220,4028,-11064,-515,257,-1
11054,-11232,3960,-11224,-471,262,174
11555,-11156,4032,-11372,-372,241,53
12056,-11028,3980,-11268,-433,138,39
12557,-10956,4004,-11504,-381,105,20
13058,-10932,3852,-11664,-525,83,17
13559,-10928,3916,-11616,-394,126,2
14060,-10980,4160,-11384,-655,104,-86
14561,-10948,3876,-11636,-540,138,69
19161,-10396,4088,-11920,-339,-29,-24
19663,-10500,3900,-12076,-357,2,-12
20164,-10440,3928,-11972,-409,129,65
20665,-10336,3956,-12076,-378,37,-23
21166,-10340,3984,-11996,-423,-37,26
21667,-10540,3952,-11980,-423,-4,32
22168,-10392,4004,-12048,-312,-24,-13
22669,-10324,4004,-12116,-452,133,65
23170,-10404,3944,-12100,-317,28,12
23671,-10248,3972,-12064,-285,172,48
24172,-10356,3932,-12140,-447,-25,-20
24673,-10476,3968,-11972,-335,-8,33
25174,-10420,3980,-11988,-407,-69,-24
25675,-10364,3932,-12128,-464,114,24
26176,-10308,3940,-12096,-227,-3,7
26677,-10428,3988,-12212,-380,4,1
27178,-10288,3984,-12108,-455,-100,-24
27679,-10400,4008,-12136,-414,-47,-15
28180,-10416,4012,-12136,-447,-80,23
28681,-10304,4088,-12072,-444,-93,5
29182,-10320,3924,-12148,-420,180,27
29683,-10284,3936,-12140,-367,12,69
30184,-10320,3940,-12192,-432,-13,-24
30685,-10256,4088,-12024,-448,-87,-17
31186,-10300,4032,-12296,-427,236,-14
31687,-10352,3868,-12092,-475,-8,75
32188,-10276,4072,-12124,-426,-66,60
32689,-10292,4036,-12160,-313,91,-42
33190,-10392,3936,-12140,-461,54,-27
33691,-10332,3952,-12208,-362,-57,21
34192,-10312,3896,-12196,-438,46,37
34693,-10332,3872,-12124,-383,125,21
35194,-10236,3972,-12216,-467,3,55
35695,-10320,4036,-12260,-359,-25,11
36196,-10124,4000,-12148,-447,32,37
36697,-10284,3952,-12324,-271,204,51
37198,-10176,4092,-12320,-378,53,9
37699,-10220,3900,-12156,-353,-129,0
38200,-10280,3988,-12184,-450,141,64
38701,-10208,3908,-12272,-464,83,48
39202,-10256,4024,-12184,-462,23,58
39703,-10308,3880,-12188,-437,-34,-21
40204,-10340,3968,-12184,-464,-32,31
40705,-10216,3956,-12196,-410,-18,17
41206,-10096,3940,-12172,-518,-14,25
41707,-10148,3940,-12360,-487,-79,-51
42208,-10096,3968,-12352,-388,-35,18
42709,-10164,3924,-12252,-291,141,54
43210,-10240,3972,-12096,-528,-186,-69
43711,-10168,3972,-12180,-440,92,55
44212,-10088,3948,-12152,-650,-275,-60
44713,-10268,4064,-12388,-409,97,21
45214,-10308,3868,-12248,-397,-45,-27
45715,-10228,3912,-12308,-288,-36,-3
46216,-10016,3920,-12284,-434,-175,12
46717,-10160,3972,-12324,-523,-85,78
47218,-10092,4004,-12324,-494,-165,-50
47719,-10208,3904,-12312,-373,-144,-30
48220,-10096,4028,-12264,-351,59,4
48721,-10168,4016,-12216,-419,63,23
49222,-10244,3984,-12372,-413,-3,-16
49723,-10196,4024,-12192,-362,53,71
50224,-10132,3908,-12192,-359,116,78
50725,-10072,3996,-12260,-323,-23,-13
51226,-10336,3984,-12448,-406,252,102
51727,-10228,3972,-12256,-236,-155,-55
52228,-10200,3944,-12248,-218,-156,52
52729,-10244,4116,-12320,-278,278,143
53230,-10248,4116,-12288,-415,-59,-1
53731,-10292,3976,-12336,-308,22,2
54232,-10136,4060,-12196,-461,-68,16
54733,-10244,3928,-12424,-418,-144,-81
55234,-10304,4036,-12356,-394,-191,-67
55735,-10084,3932,-12364,-554,73,-7
56236,-10112,4048,-12224,-504,90,48
56737,-10124,4016,-12304,-346,26,31
57238,-10124,4088,-12400,-346,15,26
57739,-10184,4016,-12236,-330,16,-35
58240,-10220,4024,-12184,-508,24,-65
58741,-10060,4016,-12320,-372,49,13
59242,-10080,4024,-12260,-316,211,85
59743,-10284,4016,-12308,-333,119,24
60244,-10164,4036,-12400,-522,-113,-81
60745,-10080,3912,-12160,-399,-37,23
61246,-10096,3964,-12316,-547,-185,-53
61747,-10176,4000,-12452,-405,50,9
62248,-10152,3996,-12280,-356,26,39
62749,-10100,3984,-12424,-541,-136,-12
63250,-10120,4024,-12376,-367,-49,-3
63751,-10096,4116,-12300,-424,-136,-10
64252,-10112,4004,-12292,-349,4,46
64753,-10148,4036,-12456,-446,-150,-100
65254,-10148,3996,-12296,-396,134,149
65755,-10240,4052,-12256,-409,-59,-19
66256,-10192,3920,-12176,-420,-88,80
66757,-10120,3916,-12332,-409,11,-20
67258,-10180,3988,-12272,-328,-42,46
67759,-10184,3952,-12332,-324,52,38
68260,-10044,3784,-12272,-390,-141,40
68761,-10108,4004,-12340,-337,26,-2
69262,-10112,3972,-12356,-382,-50,-12
69763,-10228,3984,-12268,-367,158,125
70264,-10116,4032,-12244,-461,7,64
70765,-10200,4032,-12344,-412,-236,-69
71266,-10096,3992,-12516,-481,89,-22
71767,-10224,4032,-12344,-478,181,118
72268,-10092,3916,-12288,-505,-102,-57
72769,-10000,4016,-12272,-372,10,106
73270,-10276,3984,-12272,-465,-79,-16
73771,-10176,3936,-12464,-413,-215,-58
74272,-9972,4116,-12124,-399,153,55
74773,-10140,3916,-12392,-409,132,45
75274,-10152,3932,-12456,-348,-4,127
75775,-10128,4032,-12328,-464,-170,-87
76276,-10116,4004,-12316,-486,-92,-7
76777,-10080,4028,-12380,-345,40,9
77278,-9984,3864,-12416,-365,192,84
77779,-10040,4036,-12452,-320,159,111
78280,-10176,3992,-12320,-469,147,23
78781,-10184,3960,-12200,-432,-68,-36
79282,-9972,4060,-12252,-424,63,68
79783,-10128,3972,-12308,-320,-140,-17
80284,-10104,4076,-12372,-403,9,86
80785,-10216,4008,-12224,-463,-30,-29
81286,-10208,3844,-12188,-357,44,52
81787,-10168,3964,-12252,-364,-8,-2
82288,-10128,3948,-12388,-335,-46,-15
82789,-10068,4012,-12456,-365,54,52
83290,-10088,4020,-12288,-445,-38,24
83791,-10060,4092,-12336,-281,265,-42
84292,-10048,4008,-12316,-253,87,42
84793,-10080,3932,-12404,-401,-1,-12
85294,-10136,3984,-12348,-485,38,-9
85795,-10040,3940,-12400,-447,108,36
86296,-10044,3992,-12324,-351,115,71
86797,-10096,4004,-12304,-384,-26,2
87298,-10152,4040,-12436,-336,52,70
87799,-10032,3992,-12404,-400,-172,-35
88300,-10116,4028,-12372,-552,-131,-27
88801,-9940,4048,-12224,-422,-93,5
89302,-10184,3984,-12400,-329,63,9
89803,-10132,4000,-12316,-366,46,-16
90304,-10116,3980,-12448,-418,-144,108
90805,-10012,4008,-12300,-476,-20,4
91306,-10116,3956,-12324,-354,-5,-78
91807,-10132,3952,-12360,-447,-143,-16
92308,-10112,3988,-12444,-354,58,51
92809,-10144,4100,-12408,-479,42,-78
93310,-5864,-6008,-25656,-2937,5285,-17281
93811,-15628,2460,8444,16533,13577,-4393
94312,-32768,-7728,32767,32767,8599,32767
94813,-32768,-32768,-32768,-5962,7964,32767
95314,8668,32767,16316,-5043,32767,-32768
95815,-22788,-32768,-32768,7001,-23373,-711
96316,-17712,-548,-19004,32767,-15797,28532
96817,-27256,32767,14048,32767,14967,-32768
97318,-32768,19368,19620,32767,-32292,32767
97819,-14524,-10792,5744,32767,-5661,32767
98320,32767,-27868,-32768,-29636,32767,-15993
98821,-32768,32767,-6548,-4913,-12018,6093
99322,-18136,-24576,-32768,32767,-25493,26298
99823,-18204,-17640,-7892,-29072,28788,3506
100324,-12640,2436,-13132,-3406,-3949,-2048
100825,-10840,2368,-12728,-937,-224,-368
101326,-10352,2504,-12712,-636,50,-139
101827,-10200,2412,-12704,-585,46,5
102328,-10016,2500,-12864,-437,87,1
102829,-9984,2424,-12832,-392,19,-18
103330,-10004,2508,-12880,-536,-13,-22
103831,-10004,2388,-12892,-451,29,33
104332,-9888,2584,-12996,-469,66,-79
104833,-9936,2544,-13056,-637,36,185
105334,-9904,2668,-13016,-520,-52,-53
105835,-10028,2696,-12760,-279,22,139
110399,-9552,2628,-13032,-533,59,-10
110901,-9600,2648,-13172,-506,-3,-1
111402,-9592,2560,-13248,-375,38,40
111903,-9620,2664,-13228,-437,-50,14
112404,-9608,2628,-13224,-461,-15,-5
112905,-9560,2696,-13204,-437,-362,-79
113406,-9612,2696,-13196,-340,-94,-13
113907,-9616,2588,-13344,-405,1,35
114408,-9484,2692,-13348,-298,-77,-29
114909,-9512,2620,-13180,-488,29,24
115410,-9488,2616,-13196,-494,35,-22
115911,-9596,2608,-13196,-208,147,99
116412,-9396,2504,-13120,-329,-86,4
116913,-9568,2572,-13220,-272,-51,9
117414,-9500,2652,-13220,-408,23,29
117915,-23168,2556,-11864,-5110,3321,-25352
118416,-14640,2896,928,28271,27903,-32768
118917,-18636,5308,7812,7219,-32768,32767
119419,352,27860,32767,-9458,27383,-14992
119920,-10328,4540,19172,-10182,32767,-22980
120422,5000,12176,10752,32767,-32768,24560
120923,-18604,1260,-2680,32767,-32768,32767
121424,-12920,-472,936,16009,-18230,23833
121925,-13240,5960,4092,-1792,3918,-1399
122426,-14776,6208,-3940,7757,6697,1877
122927,-12128,4444,-10092,-3590,2902,481
123428,-11744,4732,-10360,-546,625,6
123929,-11888,3716,-10688,-37,1913,1039
124430,-11508,4560,-10348,-983,-292,1337
124931,-11232,4756,-10792,-153,390,105
125432,-10964,4812,-11276,16,80,-132
125933,-10704,4764,-11440,-342,101,153
126434,-10816,4636,-11404,-378,170,154
131016,-10452,4644,-11620,-536,-212,-107
131518,-10392,4592,-11780,-463,-135,-55
132019,-10304,4668,-11844,-411,172,127
132520,-10356,4636,-11864,-367,138,60
133021,-10396,4600,-12020,-351,-143,-33
133522,-10432,4604,-11896,-313,-113,-7
134023,-10428,4744,-11960,-493,-46,-16
134524,-10392,4560,-11844,-647,-275,-118
135025,-10388,4544,-11992,-549,-175,-129
135526,-10416,4588,-11848,-498,-81,-11
136027,-10228,4664,-11964,-403,-187,-113
136528,-10232,4532,-12028,-478,70,47
137029,-10312,4724,-11988,-262,126,50
137530,-10292,4708,-12116,-425,47,27
138031,-10264,4616,-11892,-216,-63,-56
138532,-10228,4652,-11904,-486,-44,87
139033,-10256,4580,-12028,-519,-35,-5
139534,-10300,4648,-12036,-438,41,39
140035,-10228,4744,-12036,-427,-77,-20
140536,-10304,4580,-12032,-477,8,21
141037,-10308,4504,-11964,-403,-99,-9
141538,-10244,4552,-12104,-353,-91,16
142039,-10244,4588,-11876,-364,91,111
142540,-10252,4600,-12068,-346,-127,-21
143041,-10216,4536,-11992,-367,35,75
143542,-10200,4576,-11964,-399,-47,-11
144043,-10236,4652,-11932,-472,-36,-41
144544,-10252,4596,-11984,-484,268,165
145045,-10132,4604,-12164,-282,52,71
145546,-10256,4592,-11944,-381,-4,47
146047,-10216,4588,-11836,-337,21,-92
146548,-10208,4672,-12052,-589,-98,-78
147049,-10168,4608,-12092,-463,164,-82
147550,-10088,4512,-11972,-366,136,89
148051,-10228,4504,-12152,-407,482,37
148552,-10168,4572,-12024,-609,113,32
149053,-10108,4536,-12048,-533,87,33
149554,-10116,4708,-11996,-370,35,17
150055,-10088,4580,-11956,-551,-141,-7
150556,-10112,4568,-12064,-433,-78,-26
151057,-10216,4564,-12120,-422,76,45
151558,-10232,4496,-12016,-456,252,99
152059,-10140,4600,-11936,-351,136,64
152560,-10204,4552,-12160,-423,-110,-49
153061,-10140,4564,-12076,-412,-40,13
153562,-10180,4564,-12048,-438,12,0
154063,-10268,4576,-11988,-457,-23,30
154564,-10236,4548,-12020,-432,-3,11
155065,-10208,4492,-12216,-404,4,-24
155566,-10156,4624,-11992,-436,-12,-16
156067,-10100,4568,-12140,-335,72,1
156568,-10096,4692,-12100,-367,-68,-1
157069,-10120,4576,-12000,-473,-1,33
157570,-10212,4688,-12012,-291,147,121
158071,-10240,4548,-12124,-393,4,56
158572,-10036,4636,-12096,-520,-68,-7
159073,-10176,4624,-12104,-282,8,39
159574,-10112,4580,-12148,-362,122,65
160075,-10156,4648,-12068,-500,-57,1
160576,-10028,4496,-12020,-410,-85,-46
161077,-10156,4648,-12076,-461,-63,22
161578,-10200,4592,-12096,-393,-102,-24
162079,-10124,4524,-12040,-363,-14,-3
162580,-10100,4540,-12084,-353,28,27
163081,-10104,4572,-12096,-392,-64,-11
163582,-10168,4660,-12068,-403,-5,-9
164083,-10164,4556,-12156,-446,-62,4
164584,-10164,4504,-11888,-441,40,4
165085,-10160,4688,-12108,-441,-48,-31
165586,-10172,4556,-12104,-439,-66,-8
166087,-10208,4660,-12148,-450,-69,-6
166588,-10172,4640,-12056,-458,40,20
167089,-10224,4596,-12028,-384,-107,111
167590,-10148,4596,-12112,-405,-3,-62
168091,-10096,4668,-12148,-379,1,18
168592,-10156,4616,-12184,-490,103,14
169093,-10164,4552,-12036,-452,-33,31
169594,-10092,4556,-12096,-420,128,64
170095,-10172,4700,-12120,-361,-129,4
170596,-10196,4592,-12068,-406,-93,59
171097,-10144,4660,-12080,-416,17,-6
171598,-10076,4520,-12164,-450,-92,1
172099,-10124,4588,-12096,-464,32,15
172600,-10064,4612,-12116,-467,-70,-76
173101,-10064,4696,-12144,-416,-36,-14
173602,-10152,4668,-12120,-433,-45,83
174103,-10076,4580,-12108,-370,22,83
174604,-10144,4628,-12076,-443,-46,-7
175105,-10188,4504,-11968,-421,24,3
175606,-10092,4648,-12180,-431,-16,1
176107,-10080,4660,-12136,-389,5,7
176608,-10096,4572,-12068,-414,-18,18
177109,-10096,4660,-12112,-442,-28,42
177610,-10192,4544,-12012,-416,13,3
178111,-10140,4720,-11924,-402,18,36
178612,-10096,4560,-12220,-425,-40,47
179113,-10004,4592,-12268,-434,16,-19
179614,-10068,4640,-11984,-381,13,21
180115,-10008,4544,-12244,-411,-23,-7
180616,-10180,4552,-12140,-437,-10,21
181117,-10084,4580,-12176,-468,-37,-42
181618,-10120,4584,-11984,-403,-19,33
182119,-10056,4676,-12096,-457,8,-16
182620,-10180,4728,-12168,-440,-30,11
183121,-10192,4616,-12132,-403,53,-19
183622,-10188,4556,-12044,-417,34,-16
184123,-9892,4576,-12064,-413,22,-38
184624,-10128,4612,-12056,-404,-5,20
185125,-10152,4580,-12184,-408,-38,46
185626,-10100,4692,-12184,-472,8,10
186127,-10080,4596,-12052,-382,-9,2
186628,-10108,4556,-12016,-424,-14,1
187129,-10056,4516,-12296,-383,-4,16
187630,-10120,4560,-12040,-408,-27,58
188131,-10136,4556,-12120,-435,-26,15
188632,-10144,4532,-12200,-427,-11,-8
189133,-10084,4584,-12076,-442,-15,44
189634,-10088,4580,-12168,-400,-14,20
190135,-10172,4628,-12204,-398,18,-13
190636,-10064,4516,-12120,-428,-4,33
191137,-10208,4620,-12200,-408,17,-17
191638,-10132,4548,-12252,-396,26,-14
192139,-10224,4604,-12080,-412,-30,35
192640,-10096,4620,-12212,-409,17,-43
193141,-10096,4548,-12208,-376,16,-42
193642,-10136,4600,-12092,-420,-1,17
194143,-10060,4572,-12076,-434,25,11
194644,-10080,4628,-12204,-414,-1,-27
195145,-10092,4612,-12144,-422,-23,23
195646,-10076,4644,-12104,-431,13,21
196147,-10176,4604,-12188,-431,-63,80
196648,-10096,4580,-12108,-404,-4,5
197149,-10180,4552,-12212,-428,22,-6
197650,-10020,4644,-12152,-409,7,-7
198151,-10040,4596,-12068,-428,-18,7
198652,-10116,4660,-12132,-409,20,13
199153,-10120,4668,-12096,-441,-7,-2
199654,-10160,4600,-12192,-424,20,-38
200155,-10108,4516,-12184,-400,-22,34
200656,-10048,4596,-12028,-418,-5,-14
201157,-10024,4632,-12168,-414,26,9
201658,-10068,4604,-12136,-420,-4,24
202159,-10044,4472,-12052,-408,6,12
202660,-10088,4604,-12072,-403,-6,-10
203161,-10088,4584,-11840,-423,-30,29
203662,-10164,4612,-12048,-404,-59,2
204163,-10088,4568,-12136,-420,12,3
204664,-10124,4588,-12084,-421,-36,39
205165,-10112,4560,-12276,-435,-11,-8
205666,-10108,4592,-12168,-385,15,11
206167,-10076,4648,-12084,-443,-12,10
206668,-10092,4600,-12128,-410,5,23
207169,-10084,4600,-12168,-436,40,-41
207670,-10080,4548,-12188,-414,-36,38
208171,-10060,4556,-12092,-402,-3,9
208672,-10064,4552,-12132,-422,-32,7
209173,-10056,4576,-12088,-411,-44,54
209674,-10108,4544,-12000,-406,-19,-4
210175,-10132,4608,-12236,-403,35,-35
210676,-10120,4512,-12156,-398,-12,-8
211177,-10096,4576,-12244,-443,-30,70
211678,-10024,4608,-12180,-409,-6,5
212179,-10128,4504,-12092,-391,60,-33
212680,-10132,4724,-12104,-419,-32,37
213181,-10072,4560,-12184,-416,-17,39
213682,-10184,4544,-12056,-413,-20,6
214183,-10124,4488,-12112,-411,-29,0
214684,-10124,4556,-12140,-414,-36,81
215185,-10160,4556,-12172,-402,-5,-8
215686,-10016,4624,-12180,-422,8,8
216187,-10072,4612,-12060,-409,-46,47
216688,-10244,4556,-12120,-418,23,-17
217189,-10176,4588,-12164,-400,-17,-9
217690,-10132,4504,-12096,-412,-4,31
218191,-10188,4512,-12060,-452,-38,36
218692,-10108,4484,-12076,-440,-16,5
219193,-10124,4672,-12088,-412,-1,13
219694,-10108,4568,-12164,-411,-26,53
220195,-10140,4652,-12140,-406,-20,17
220696,-10044,4608,-12168,-389,14,-31
221197,-10124,4512,-12120,-385,68,-55
221698,-10164,4588,-12196,-411,-40,12
222199,-10116,4564,-12092,-420,-77,82
222700,-10064,4608,-12080,-402,1,20
223201,-10188,4544,-12040,-415,-23,34
223702,-10212,4552,-12156,-419,3,32
224203,-10064,4476,-12168,-426,13,-33
224704,-10112,4560,-12096,-418,-20,15
225205,-10060,4544,-12100,-401,-13,-15
225706,-10212,4536,-12108,-417,-5,-38
226207,-10036,4564,-12088,-418,-47,11
226708,-10168,4604,-12100,-445,8,-35
227209,-10096,4536,-12124,-399,28,-35
227710,-10136,4564,-12096,-408,-13,39
228211,-10176,4432,-12092,-418,13,-59
228712,-10112,4572,-12216,-414,-17,-22
229213,-10184,4604,-12152,-434,21,21
229714,-10112,4508,-12112,-435,-10,7
230215,-10116,4540,-12244,-401,11,-10
230716,-10144,4568,-12176,-413,-9,16
231217,-10076,4560,-12132,-417,19,-36
231718,-10076,4548,-12184,-394,-41,-8
232219,-10148,4560,-12172,-433,-14,13
232720,-10056,4540,-12236,-393,0,30
233221,-10168,4572,-12184,-393,-38,-33
233722,-10088,4632,-12092,-388,105,-96
234223,-10068,4556,-12164,-439,-38,15
234724,-10100,4544,-12040,-443,-56,57
235225,-9952,4700,-12136,-411,-7,12
235726,-10136,4500,-12136,-420,-21,22
236227,-10180,4548,-12040,-426,-9,-5
236728,-10164,4500,-12180,-429,15,20
237229,-10052,4528,-12140,-441,-14,6
237730,-10104,4644,-12116,-407,13,-30
238231,-10112,4560,-12148,-438,22,2
238732,-10136,4440,-12108,-448,-53,48
239233,-10188,4580,-12060,-436,-32,21
239734,-10084,4576,-12136,-430,-24,13
240235,-10088,4484,-12112,-434,20,-20
240736,-10080,4528,-12096,-452,3,17
241237,-10120,4612,-12188,-404,8,-4
241738,-10092,4524,-11964,-412,4,-33
242239,-10180,4580,-12144,-421,23,-6
242740,-10164,4504,-12276,-420,-21,-2
243241,-10088,4604,-12340,-430,5,24
243742,-10128,4532,-12140,-387,16,24
244243,-10112,4580,-12168,-418,13,19
244744,-10104,4620,-12096,-422,3,-24
245245,-10036,4516,-12052,-423,26,-21
245746,-10084,4556,-12136,-438,-10,1
246247,-10180,4648,-12092,-426,-134,194
246748,-10028,4604,-12196,-423,40,-58
247249,-10040,4600,-12080,-426,-12,-17
247750,-10076,4608,-12156,-397,26,-42
248251,-10100,4564,-12280,-395,24,-4
248752,-10028,4540,-12192,-409,-19,22
249253,-10108,4552,-12240,-406,16,17
249754,-10208,4540,-12032,-398,-15,40
250255,-10084,4492,-12116,-434,-44,56
250756,-10116,4672,-12068,-406,4,52
251257,-10204,4484,-12132,-407,16,-11
251758,-10052,4596,-12224,-404,-57,41
252259,-10096,4492,-12240,-427,19,8
252760,-10128,4580,-12076,-436,-31,27
253261,-10072,4532,-12116,-414,-15,23
253762,-10160,4564,-12116,-427,-4,18
254263,-10084,4492,-12096,-398,-14,31
254764,-10100,4472,-12000,-404,-58,49
255265,-10108,4568,-12176,-428,-9,-8
255766,-10032,4584,-12284,-438,-33,-17
256267,-10092,4596,-12200,-414,1,20
256768,-10184,4440,-12136,-412,-12,40
257269,-10100,4556,-12116,-406,-40,27
257770,-10052,4560,-12148,-403,12,24
258271,-10104,4496,-12228,-403,1,15
258772,-10072,4544,-12168,-412,-36,1
259273,-10132,4500,-12164,-415,21,32
259774,-10072,4556,-12084,-420,7,15
260275,-10080,4544,-12068,-406,0,-4
260776,-10108,4608,-12248,-410,33,-20
261277,-10156,4676,-12156,-410,2,3
261778,-10088,4484,-12256,-404,-10,29
262279,-10032,4576,-12088,-422,35,-42
262780,-9996,4624,-12100,-391,0,-12
263281,-10136,4484,-12020,-415,0,-23
263782,-10132,4516,-12100,-434,-33,56
264283,-10164,4492,-12196,-397,72,-44
264784,-10068,4656,-12136,-424,-32,45
265285,-10092,4496,-12216,-448,3,13
265786,-10192,4460,-11996,-432,-28,23
266287,-10092,4576,-12080,-422,-1,26
266788,-10000,4540,-12148,-406,-4,18
267289,-10112,4544,-11976,-411,25,-42
267790,-10008,4496,-12092,-426,-29,33
268291,-10064,4596,-12096,-445,-6,-9
268792,-10180,4492,-12132,-420,-16,10
269293,-10060,4500,-12184,-405,-10,20
269794,-10120,4412,-12156,-416,13,-17
270295,-10180,4472,-12076,-434,-26,12
270796,-10056,4544,-12256,-428,1,22
271297,-10056,4508,-12164,-434,-39,13
271798,-10180,4548,-12276,-432,2,-28
272299,-10124,4500,-12132,-426,4,3
272800,-10080,4540,-12144,-417,-16,41
273301,-10108,4624,-12184,-390,50,-48
273802,-10048,4564,-12132,-409,-3,50
274303,-10096,4644,-12144,-435,-16,44
274804,-10132,4604,-12140,-435,-7,-14
275305,-10136,4592,-12084,-404,-22,12
275806,-10268,4504,-12160,-431,-17,5
276307,-10080,4536,-12116,-398,-28,35
276808,-10064,4572,-12192,-399,-39,35
277309,-10080,4540,-12264,-415,6,-3
277810,-9960,4544,-12072,-441,-10,6
278311,-10100,4524,-12220,-415,-10,31
278812,-10076,4536,-12200,-406,-3,30
279313,-9964,4644,-12360,-439,-15,-35
279814,-10108,4512,-12152,-449,31,4
280315,-10068,4608,-12200,-443,-17,45
280816,-10172,4552,-12092,-432,-16,-3
281317,-10112,4640,-12180,-414,-23,6
281818,-10088,4600,-12228,-406,11,-12
282319,-10108,4568,-12192,-426,-21,2
282820,-10092,4604,-12164,-400,-11,4
283321,-10064,4552,-12268,-432,-29,44
283822,-10092,4500,-12164,-441,3,9
284323,-10184,4572,-12168,-415,-22,35
284824,-10084,4528,-12260,-404,-36,29
285325,-10076,4556,-12132,-412,48,-80
285826,-10176,4572,-12140,-411,29,10
286327,-10140,4548,-12268,-408,-7,48
286828,-10196,4628,-12264,-413,-86,129
287329,-10128,4552,-12228,-422,-3,19
287830,-10040,4568,-12096,-429,-27,65
288331,-10168,4596,-12268,-425,-23,-6
288832,-10040,4560,-12220,-437,-27,9
289333,-10076,4556,-12232,-419,15,15
289834,-10168,4516,-12136,-424,-25,0
290335,-10064,4528,-12220,-412,5,-15
290836,-10056,4600,-12164,-459,-5,10
291337,-10020,4596,-12128,-407,-22,1
291838,-10084,4576,-12204,-408,-22,13
292339,-10048,4496,-12072,-412,-24,21
292840,-10004,4536,-12236,-424,-54,45
293341,-10144,4604,-12164,-417,-22,-5
293842,-10188,4536,-12080,-431,7,32
294343,-10084,4556,-12172,-401,-44,26
294844,-10080,4516,-12104,-442,-4,6
295345,-10116,4616,-12172,-409,5,-10
295846,-10128,4580,-12084,-399,-25,22
296347,-10084,4600,-12200,-390,-11,-5
296848,-10136,4524,-12152,-431,29,-30
297349,-10120,4576,-12192,-421,4,26
297850,-10080,4480,-12076,-440,-18,40
298351,-10124,4560,-12076,-423,6,-10
298852,-10136,4596,-12152,-425,-13,43
299353,-10128,4612,-12192,-410,56,-89
299854,-10096,4488,-12164,-423,11,2
300355,-10108,4508,-12196,-436,-26,49
300856,-10120,4520,-12152,-401,-25,-5
301357,-10084,4544,-12060,-406,60,-53
